what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721359000848
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721359009862
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721359010001
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721359041001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721359119658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364279873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1721364281688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721364283158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721364284398
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721364286007
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721364288316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721364289295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721364289652
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721364324357
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364324650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364326543
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364327284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364369361
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721364369458
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721364372463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364372774
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364479953
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721364481936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364486131
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364486840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721364491535
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721364492340
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364492639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364494666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364495360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364496323
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364496666
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364529759
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1721364535264
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721364538808
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721364540923
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1721364553876
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1721364554335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721364555671
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1721364561338
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1721364561493
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721364562891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721364568968
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721364569401
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364569730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364571583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364572307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364601085
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721364602002
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721364602504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364602814
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364747090
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721364747167
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721364747885
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721364777186
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721364777353
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1721364777688
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1721364777839
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1721364777988
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721364778263
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721364779217
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721364779404
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721364781054
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1721364782121
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1721364782247
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1721364782405
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721364783960
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721364784250
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1721364787094
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1721364787254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721364793759
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721364794325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364794634
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364795240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1721364823980
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1721364824277
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721364824722
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721364825096
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364825407
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364827231
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364828829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364857790
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721364861929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721364870510
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721364872032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364872336
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364874215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364874660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364923376
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721364923479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1721364930108
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1721364933048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721364933545
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721364935914
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721364936509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364936805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364938709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364938848
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364993997
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721364994377
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721364996076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365104824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365105124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721365105135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365111272
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1721365112475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1721365113103
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721365113589
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365114042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365121658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365122998
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721365123009
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365124708
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1721365129082
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721365129296
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721365129604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365129928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365131785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365132125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365204591
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365204722
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365208744
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365217571
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365224246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721365256591
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365284405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365309406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365310002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721365310021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1721365316366
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365356621
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365356712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365357393
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1721365357792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365360445
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365360515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365361154
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365365457
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1721365367227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721365368179
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365369171
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365371385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365378025
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365415039
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365415168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365416519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721365416528
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1721365421541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365421899
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365422030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365422660
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721365422667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721365422882
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365425277
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365425403
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365426291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365433318
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365433431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365436095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365442244
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365442422
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365445852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365450122
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365450241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365451454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365459600
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721365460295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365460584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365462554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365462741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365496888
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365496998
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365500026
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365502959
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365529190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365631045
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365631190
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721365638486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365638847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365650083
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721365650593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365650890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365659240
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721365659352
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365660870
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365789648
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1721365789670
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1721365789877
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1721365789912
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365790887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365905172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1721365924319
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721365924574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721365924584
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721365924858
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721366011872
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721366011983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721366012553
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721366012561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721366019873
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721366026811
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721366037287
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721366042440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.backwardHistory",1721366042442
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721366046990
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.backwardHistory",1721366046991
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721366049145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.forwardHistory",1721366049146
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721366054594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.backwardHistory",1721366054594
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721366055326
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.forwardHistory",1721366055326
